coverage,risk,threshold
0.0003022061045633122,0.0,0.014207980652962518
0.0006044122091266244,0.0,0.021563885530028217
0.0009066183136899365,0.0,0.023075372833534863
0.0012088244182532487,0.0,0.028516727126158808
0.0015110305228165609,0.0,0.029625151148730353
0.001813236627379873,0.0,0.030431277710600568
0.0021154427319431852,0.0,0.031136638452237003
0.0024176488365064974,0.0,0.03365578395808142
0.0027198549410698096,0.0,0.03476420798065296
0.0030220610456331218,0.0,0.03869407496977025
0.003324267150196434,0.0,0.03899637243047158
0.003626473254759746,0.0,0.04363160016122531
0.003928679359323058,0.0,0.044538492543329304
0.0042308854638863705,0.0,0.046150745667069726
0.004533091568449683,0.0,0.046251511487303505
0.004835297673012995,0.0,0.04796453043127771
0.005137503777576307,0.0,0.0488714228133817
0.005439709882139619,0.0,0.04897218863361547
0.005741915986702931,0.0,0.050987505038291005
0.0060441220912662436,0.0,0.051692865779927454
0.006346328195829556,0.0,0.051894397420395
0.006648534300392868,0.0,0.05239822652156389
0.00695074040495618,0.0,0.05411124546553809
0.007252946509519492,0.0,0.05582426440951229
0.0075551526140828044,0.0,0.05612656187021362
0.007857358718646117,0.0,0.057134220072551395
0.008159564823209429,0.0,0.05773881499395406
0.008461770927772741,0.0,0.058444175735590485
0.008763977032336053,0.0,0.05894800483675936
0.009066183136899365,0.03333333333333333,0.059048770656993155
0.009368389241462678,0.03225806451612903,0.060056428859330914
0.00967059534602599,0.03125,0.06438935912938332
0.009972801450589302,0.06060606060606061,0.06479242241031842
0.010275007555152614,0.058823529411764705,0.06499395405078598
0.010577213659715926,0.05714285714285714,0.06519548569125354
0.010879419764279238,0.05555555555555555,0.06580008061265619
0.01118162586884255,0.05405405405405406,0.06610237807335752
0.011483831973405863,0.05263157894736842,0.06650544135429262
0.011786038077969175,0.05128205128205128,0.06650544135429262
0.012088244182532487,0.05,0.06711003627569528
0.0123904502870958,0.04878048780487805,0.06771463119709795
0.012692656391659111,0.047619047619047616,0.06781539701733173
0.012994862496222424,0.046511627906976744,0.06892382103990326
0.013297068600785736,0.045454545454545456,0.06932688432083838
0.013599274705349048,0.044444444444444446,0.07023377670294235
0.01390148080991236,0.043478260869565216,0.07063683998387747
0.014203686914475672,0.0425531914893617,0.07073760580411124
0.014505893019038985,0.041666666666666664,0.07083837162434503
0.014808099123602297,0.04081632653061224,0.07214832728738411
0.015110305228165609,0.04,0.07517130189439741
0.015412511332728921,0.0392156862745098,0.07537283353486497
0.015714717437292233,0.038461538461538464,0.07547359935509874
0.016016923541855545,0.05660377358490566,0.0760781942765014
0.016319129646418858,0.05555555555555555,0.07708585247883919
0.01662133575098217,0.05454545454545454,0.07718661829907296
0.016923541855545482,0.05357142857142857,0.0796049979846836
0.017225747960108794,0.05263157894736842,0.08031035872632003
0.017527954064672106,0.05172413793103448,0.08151954856912536
0.01783016016923542,0.05084745762711865,0.08202337767029423
0.01813236627379873,0.05,0.08202337767029423
0.018434572378362043,0.04918032786885246,0.08242644095122935
0.018736778482925355,0.04838709677419355,0.08323256751309956
0.019038984587488667,0.047619047619047616,0.08333333333333333
0.01934119069205198,0.046875,0.08444175735590487
0.01964339679661529,0.046153846153846156,0.08474405481660623
0.019945602901178604,0.045454545454545456,0.08494558645707377
0.020247809005741916,0.04477611940298507,0.08565094719871019
0.020550015110305228,0.04411764705882353,0.08565094719871019
0.02085222121486854,0.043478260869565216,0.08625554212011287
0.021154427319431852,0.04285714285714286,0.08645707376058041
0.021456633423995165,0.04225352112676056,0.08726320032245062
0.021758839528558477,0.041666666666666664,0.08817009270455461
0.02206104563312179,0.0410958904109589,0.08857315598548972
0.0223632517376851,0.04054054054054054,0.08857315598548972
0.022665457842248413,0.04,0.08937928254735994
0.022967663946811726,0.039473684210526314,0.08968158000806126
0.023269870051375038,0.03896103896103896,0.09099153567110035
0.02357207615593835,0.038461538461538464,0.09129383313180169
0.023874282260501662,0.0379746835443038,0.09139459895203546
0.024176488365064974,0.0375,0.09199919387343813
0.024478694469628286,0.037037037037037035,0.09330914953647722
0.0247809005741916,0.036585365853658534,0.09351068117694478
0.02508310667875491,0.04819277108433735,0.09361144699717855
0.025385312783318223,0.047619047619047616,0.09391374445787988
0.025687518887881535,0.047058823529411764,0.09421604191858123
0.025989724992444847,0.046511627906976744,0.09431680773881501
0.02629193109700816,0.04597701149425287,0.09461910519951633
0.02659413720157147,0.045454545454545456,0.09532446594115275
0.026896343306134784,0.0449438202247191,0.09532446594115278
0.027198549410698096,0.044444444444444446,0.09592906086255543
0.027500755515261408,0.04395604395604396,0.09673518742442565
0.02780296161982472,0.043478260869565216,0.09703748488512698
0.028105167724388033,0.053763440860215055,0.09713825070536074
0.028407373828951345,0.05319148936170213,0.0973397823458283
0.028709579933514657,0.05263157894736842,0.09834744054816606
0.02901178603807797,0.052083333333333336,0.09895203546956872
0.02931399214264128,0.05154639175257732,0.0990528012898025
0.029616198247204593,0.05102040816326531,0.0990528012898025
0.029918404351767906,0.050505050505050504,0.09925433293027004
0.030220610456331218,0.05,0.10026199113260781
0.03052281656089453,0.04950495049504951,0.1003627569528416
0.030825022665457842,0.049019607843137254,0.10096735187424426
0.031127228770021154,0.04854368932038835,0.10147118097541313
0.031429434874584466,0.057692307692307696,0.10157194679564692
0.03173164097914778,0.05714285714285714,0.10177347843611446
0.03203384708371109,0.05660377358490566,0.10399032648125757
0.032336053188274407,0.056074766355140186,0.10429262394195889
0.032638259292837715,0.05555555555555555,0.10499798468359534
0.03294046539740103,0.05504587155963303,0.10540104796453043
0.03324267150196434,0.05454545454545454,0.10610640870616687
0.033544877606527655,0.05405405405405406,0.10620717452640065
0.033847083711090964,0.05357142857142857,0.10701330108827084
0.03414928981565428,0.05309734513274336,0.10741636436920597
0.03445149592021759,0.05263157894736842,0.10802095929060862
0.034753702024780904,0.05217391304347826,0.10822249093107618
0.03505590812934421,0.05172413793103448,0.10882708585247884
0.03535811423390753,0.05128205128205128,0.10892785167271261
0.03566032033847084,0.05084745762711865,0.1090286174929464
0.03596252644303415,0.05042016806722689,0.1094316807738815
0.03626473254759746,0.058333333333333334,0.11023780733575171
0.03656693865216078,0.05785123966942149,0.11043933897621927
0.036869144756724086,0.05737704918032787,0.11084240225715437
0.0371713508612874,0.056910569105691054,0.11185006045949214
0.03747355696585071,0.056451612903225805,0.11275695284159613
0.037775763070414026,0.064,0.11305925030229746
0.038077969174977334,0.06349206349206349,0.11336154776299878
0.03838017527954065,0.06299212598425197,0.11346231358323255
0.03868238138410396,0.0625,0.11366384522370011
0.038984587488667274,0.06201550387596899,0.11416767432486902
0.03928679359323058,0.06153846153846154,0.11446997178557035
0.0395889996977939,0.061068702290076333,0.11537686416767433
0.03989120580235721,0.06060606060606061,0.11557839580814189
0.04019341190692052,0.06766917293233082,0.11577992744860943
0.04049561801148383,0.07462686567164178,0.1158806932688432
0.04079782411604715,0.07407407407407407,0.11598145908907698
0.041100030220610456,0.07352941176470588,0.11598145908907698
0.04140223632517377,0.072992700729927,0.11628375654977831
